,Decision_0,Decision_1,Hand_0,Hand_1,Hand_2,Pull_0,Pull_1,solver_ev_0,solver_ev_1,solver_ev_2,solver_ev_3,solver_ev_4,solver_ev_5,solver_ev_6,solver_ev_7,solver_ev_8,solver_ev_9,solver_ev_avg,ResolvedDecision_0,ResolvedDecision_ev_0,ResolvedDecision_1,ResolvedDecision_ev_1
81,9s bot Qs bot,Qd bot 6s mid,KdKhAh-AdAc-,KdKhAh-AdAc-9sQs,KdKhAh-AdAc6s-9sQsQd,5h 9s Qs ,Qd 6h 6s ,0.0,23.0,23.0,23.0,23.0,0.0,23.0,23.0,23.0,0.0,16.0,9s bot Qs bot,0.0,Qd bot 6h mid,0.0
82,4s bot 6s bot,6d bot 7d mid,KdKhAh-AdAc-,KdKhAh-AdAc-4s6s,KdKhAh-AdAc7d-4s6s6d,Tc 4s 6s ,6d 7d 7h ,23.0,23.0,23.0,0.0,23.0,33.0,0.0,0.0,0.0,0.0,12.0,4s bot 6s bot,0.0,6d bot 7d mid,0.0
83,8d bot 7h bot,3d bot 3s bot,KdKhAh-AdAc-,KdKhAh-AdAc-8d7h,KdKhAh-AdAc-8d7h3d3s,8d 3c 7h ,3d 6h 3s ,0.0,23.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,11.0,8d bot 7h bot,0.0,3d bot 3s bot,0.0
84,4s bot 7s bot,6c mid 2s bot,KdKhAh-AdAc-,KdKhAh-AdAc-4s7s,KdKhAh-AdAc6c-4s7s2s,2h 4s 7s ,2d 6c 2s ,0.0,27.0,27.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4s bot 7s bot,0.0,2d bot 2s bot,2.7049999999999983
85,7c bot Kc mid,7d bot 3s bot,KdKhAh-AdAc-,KdKhAh-AdAcKc-7c,KdKhAh-AdAcKc-7c7d3s,Qd 7c Kc ,7d 3s As ,23.0,29.0,23.0,29.0,23.0,29.0,0.0,23.0,23.0,29.0,23.0,7c bot Kc mid,0.0,7d bot 3s bot,0.0
86,5h bot 7h bot,3d mid Qc mid,KdKhAh-AdAc-,KdKhAh-AdAc-5h7h,KdKhAh-AdAc3dQc-5h7h,4h 5h 7h ,3d Qc As ,0.0,0.0,25.0,0.0,0.0,23.0,23.0,23.0,23.0,23.0,14.0,4h bot 5h bot,0.17533333333333267,3d bot Qc mid,0.5173333333333332
87,4c bot 5c bot,5h bot 2s mid,KdKhAh-AdAc-,KdKhAh-AdAc-4c5c,KdKhAh-AdAc2s-4c5c5h,4c 5c 7h ,5h 2s 9s ,0.0,23.0,23.0,29.0,23.0,23.0,23.0,23.0,23.0,23.0,21.0,4c bot 5c bot,0.0,5h bot 9s mid,0.014666666666666828
88,3d bot 3h bot,3c bot 5h mid,KdKhAh-AdAc-,KdKhAh-AdAc-3d3h,KdKhAh-AdAc5h-3d3h3c,3d 7c 3h ,3c 5h 8h ,29.0,33.0,23.0,23.0,29.0,23.0,29.0,23.0,23.0,35.0,27.0,3d bot 3h bot,0.0,3c bot 8h bot,0.17166666666666686
89,4d bot 5c bot,3c bot Qc mid,KdKhAh-AdAc-,KdKhAh-AdAc-4d5c,KdKhAh-AdAcQc-4d5c3c,4d 5c Kc ,3c Jc Qc ,23.0,23.0,25.0,25.0,25.0,25.0,23.0,23.0,25.0,0.0,21.0,4d bot 5c bot,0.0,3c bot Qc mid,0.0
90,5c bot 7h bot,7d bot 7s bot,KdKhAh-AdAc-,KdKhAh-AdAc-5c7h,KdKhAh-AdAc-5c7h7d7s,5c Kc 7h ,7d 2s 7s ,29.0,33.0,29.0,23.0,23.0,23.0,33.0,23.0,33.0,23.0,27.0,5c bot 7h bot,0.0,7d bot 7s bot,0.0
91,2c bot 2h bot,2d bot Qc mid,KdKhAh-AdAc-,KdKhAh-AdAc-2c2h,KdKhAh-AdAcQc-2c2h2d,2c Tc 2h ,2d Qc 9s ,29.0,29.0,29.0,23.0,29.0,29.0,29.0,33.0,23.0,29.0,28.0,2c bot 2h bot,0.0,2d bot 9s bot,0.07866666666666688
92,Qd bot 8s bot,Jh bot 9s bot,KdKhAh-AdAc-,KdKhAh-AdAc-Qd8s,KdKhAh-AdAc-Qd8sJh9s,Qd 2c 8s ,5c Jh 9s ,0.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,7.0,Qd bot 8s bot,0.0,Jh bot 9s bot,0.0
93,5c bot 3s bot,5d bot 3h bot,KdKhAh-AdAc-,KdKhAh-AdAc-5c3s,KdKhAh-AdAc-5c3s5d3h,4d 5c 3s ,5d 3h 4h ,29.0,23.0,29.0,23.0,29.0,23.0,23.0,23.0,29.0,29.0,26.0,4d bot 5c bot,0.5486666666666675,5d bot 3h bot,0.0
94,6d bot 9c bot,8h mid 9h bot,KdKhAh-AdAc-,KdKhAh-AdAc-6d9c,KdKhAh-AdAc8h-6d9c9h,6d 9c Ts ,Qc 8h 9h ,0.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,20.0,9c bot Ts bot,0.7740000000000009,Qc mid 9h bot,0.01766666666666339
95,2d bot 6s bot,6d bot Jd mid,KdKhAh-AdAc-,KdKhAh-AdAc-2d6s,KdKhAh-AdAcJd-2d6s6d,2d Jh 6s ,6d Jd 4h ,23.0,0.0,23.0,23.0,31.0,23.0,23.0,23.0,23.0,23.0,21.0,2d bot 6s bot,0.0,6d bot 4h mid,0.009000000000000341
96,3s bot 5s bot,4h bot Qh mid,KdKhAh-AdAc-,KdKhAh-AdAc-3s5s,KdKhAh-AdAcQh-3s5s4h,9c 3s 5s ,4h 8h Qh ,27.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,23.0,25.0,12.0,3s bot 5s bot,0.0,4h bot 8h mid,0.0013333333333331865
97,3c bot 4h bot,2d bot 2c bot,KdKhAh-AdAc-,KdKhAh-AdAc-3c4h,KdKhAh-AdAc-3c4h2d2c,3c 4h Qs ,2d 2c 7c ,23.0,23.0,0.0,0.0,0.0,23.0,23.0,23.0,0.0,23.0,13.0,3c bot 4h bot,0.0,2d bot 2c bot,0.0
98,Qc bot 9s bot,3s mid Qs bot,KdKhAh-AdAc-,KdKhAh-AdAc-Qc9s,KdKhAh-AdAc3s-Qc9sQs,Qc 7h 9s ,4c 3s Qs ,29.0,23.0,23.0,0.0,33.0,23.0,0.0,23.0,23.0,0.0,17.0,7h bot 9s bot,0.695333333333334,4c mid Qs bot,0.021000000000000796
99,Jh bot Ts bot,7c mid Kc mid,KdKhAh-AdAc-,KdKhAh-AdAc-JhTs,KdKhAh-AdAc7cKc-JhTs,6c Jh Ts ,7c Kc 6s ,0.0,23.0,23.0,0.0,0.0,0.0,25.0,23.0,23.0,23.0,14.0,Jh bot Ts bot,0.0,7c bot Kc mid,1.990333333333334
100,6d bot 5s bot,Qc mid 8h bot,KdKhAh-AdAc-,KdKhAh-AdAc-6d5s,KdKhAh-AdAcQc-6d5s8h,6d 7h 5s ,2c Qc 8h ,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.0,6d bot 5s bot,0.0,Qc mid 8h bot,0.0
101,6h bot 8h bot,6d bot 9d mid,KdKhAh-AdAc-,KdKhAh-AdAc-6h8h,KdKhAh-AdAc9d-6h8h6d,6h 8h Ks ,6d 9d Jd ,23.0,23.0,23.0,23.0,33.0,23.0,23.0,23.0,23.0,23.0,24.0,6h bot 8h bot,0.0,6d bot Jd mid,0.030333333333334878
102,2c bot 9c bot,8c mid 9h bot,KdKhAh-AdAc-,KdKhAh-AdAc-2c9c,KdKhAh-AdAc8c-2c9c9h,2c 9c Qc ,8c 9h 3s ,23.0,0.0,23.0,23.0,23.0,23.0,0.0,23.0,23.0,23.0,18.0,9c bot Qc bot,0.7059999999999995,8c mid 9h bot,0.0
103,8h bot 9s bot,4d mid 9c bot,KdKhAh-AdAc-,KdKhAh-AdAc-8h9s,KdKhAh-AdAc4d-8h9s9c,Qc 8h 9s ,4d 9c 4h ,29.0,23.0,0.0,0.0,23.0,0.0,23.0,23.0,23.0,23.0,16.0,8h bot 9s bot,0.0,4d mid 9c bot,0.0
104,3s bot Ts bot,Tc bot Ks mid,KdKhAh-AdAc-,KdKhAh-AdAc-3sTs,KdKhAh-AdAcKs-3sTsTc,Kc 3s Ts ,Tc 2s Ks ,23.0,23.0,33.0,29.0,23.0,23.0,23.0,23.0,29.0,23.0,25.0,3s bot Ts bot,0.0,2s bot Ks bot,3.674666666666667
105,9h mid 6s bot,5d bot 3h mid,KdKhAh-AdAc-,KdKhAh-AdAc9h-6s,KdKhAh-AdAc9h3h-6s5d,4h 9h 6s ,5d 3h Th ,0.0,23.0,25.0,23.0,0.0,0.0,0.0,0.0,23.0,23.0,11.0,4h bot 6s bot,1.8693333333333335,5d bot 3h bot,3.0183333333333344
106,3d mid Tc bot,8c bot Ks mid,KdKhAh-AdAc-,KdKhAh-AdAc3d-Tc,KdKhAh-AdAc3dKs-Tc8c,3d Tc 4h ,8c 5s Ks ,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7.0,3d bot 4h bot,1.08,8c bot Ks mid,0.0
107,Tc bot Ks mid,9d bot Jd bot,KdKhAh-AdAc-,KdKhAh-AdAcKs-Tc,KdKhAh-AdAcKs-Tc9dJd,4d Tc Ks ,9d Jd Qd ,23.0,23.0,25.0,25.0,0.0,25.0,0.0,25.0,0.0,23.0,16.0,Tc bot Ks mid,0.0,9d bot Jd bot,0.0
108,9h bot 6s bot,8c bot Jc mid,KdKhAh-AdAc-,KdKhAh-AdAc-9h6s,KdKhAh-AdAcJc-9h6s8c,3h 9h 6s ,8c Jc Kc ,0.0,0.0,0.0,23.0,0.0,0.0,23.0,23.0,23.0,23.0,11.0,3h bot 9h bot,0.08333333333333393,8c bot Kc mid,0.2506666666666675
109,9d bot 9c bot,7h bot Ks mid,KdKhAh-AdAc-,KdKhAh-AdAc-9d9c,KdKhAh-AdAcKs-9d9c7h,9d 9c 8s ,7h Qh Ks ,29.0,23.0,0.0,23.0,0.0,23.0,23.0,23.0,23.0,23.0,19.0,9d bot 9c bot,0.0,Qh bot Ks mid,0.16733333333333533
110,3s bot Ks mid,4d bot 7h bot,KdKhAh-AdAc-,KdKhAh-AdAcKs-3s,KdKhAh-AdAcKs-3s4d7h,Jc 3s Ks ,4d 6d 7h ,25.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,7.0,3s bot Ks bot,0.13533333333333353,4d bot 6d bot,1.8006666666666664
111,7h bot Js bot,8d bot Qs mid,KdKhAh-AdAc-,KdKhAh-AdAc-7hJs,KdKhAh-AdAcQs-7hJs8d,7h Js As ,8d 4s Qs ,0.0,0.0,0.0,23.0,0.0,23.0,23.0,25.0,23.0,23.0,14.0,7h bot Js bot,0.0,8d bot Qs mid,0.0
112,5d bot 5s bot,2d bot 8h mid,KdKhAh-AdAc-,KdKhAh-AdAc-5d5s,KdKhAh-AdAc8h-5d5s2d,5d 7d 5s ,2d 4h 8h ,23.0,23.0,0.0,0.0,23.0,23.0,29.0,23.0,23.0,23.0,19.0,5d bot 5s bot,0.0,2d mid 4h bot,0.16199999999999903
113,6c bot 7h bot,6d bot 7s bot,KdKhAh-AdAc-,KdKhAh-AdAc-6c7h,KdKhAh-AdAc-6c7h6d7s,6c 7h 2s ,6d 7d 7s ,23.0,23.0,23.0,31.0,23.0,29.0,29.0,29.0,23.0,23.0,25.0,6c bot 7h bot,0.0,7d bot 7s bot,0.6876666666666651
114,7h bot 7s bot,5h bot 5s bot,KdKhAh-AdAc-,KdKhAh-AdAc-7h7s,KdKhAh-AdAc-7h7s5h5s,3h 7h 7s ,5h 6h 5s ,23.0,23.0,23.0,29.0,23.0,31.0,29.0,31.0,29.0,23.0,26.0,7h bot 7s bot,0.0,5h bot 5s bot,0.0
115,Kc mid 7s bot,9c mid 5s bot,KdKhAh-AdAc-,KdKhAh-AdAcKc-7s,KdKhAh-AdAcKc9c-7s5s,Kc 9h 7s ,9c Jh 5s ,0.0,23.0,27.0,0.0,23.0,0.0,23.0,27.0,29.0,0.0,15.0,9h bot 7s bot,1.291333333333334,9c bot Jh bot,0.028999999999999915
116,Td bot 8c bot,Jc bot 2s mid,KdKhAh-AdAc-,KdKhAh-AdAc-Td8c,KdKhAh-AdAc2s-Td8cJc,Td 8c 3h ,3d Jc 2s ,23.0,0.0,25.0,27.0,0.0,25.0,23.0,25.0,25.0,25.0,19.0,Td bot 8c bot,0.0,3d mid Jc bot,0.07433333333333358
117,2s bot 8s bot,5s bot Qs bot,KdKhAh-AdAc-,KdKhAh-AdAc-2s8s,KdKhAh-AdAc-2s8s5sQs,Jd 2s 8s ,Jh 5s Qs ,29.0,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,19.0,2s bot 8s bot,0.0,5s bot Qs bot,0.0
118,8c bot 5h bot,3d mid 7s bot,KdKhAh-AdAc-,KdKhAh-AdAc-8c5h,KdKhAh-AdAc3d-8c5h7s,2d 8c 5h ,3d 9d 7s ,23.0,0.0,23.0,25.0,0.0,23.0,25.0,25.0,0.0,0.0,14.0,8c bot 5h bot,0.0,9d bot 7s bot,0.8989999999999991
119,2c bot 2s bot,7c mid 2h bot,KdKhAh-AdAc-,KdKhAh-AdAc-2c2s,KdKhAh-AdAc7c-2c2s2h,2c 2s Ks ,7c 2h Ts ,29.0,23.0,29.0,29.0,23.0,29.0,23.0,29.0,29.0,23.0,26.0,2c bot 2s bot,0.0,7c bot 2h bot,0.2530000000000001
120,6h bot Th mid,Qc mid 5s bot,KdKhAh-AdAc-,KdKhAh-AdAcTh-6h,KdKhAh-AdAcThQc-6h5s,Jc 6h Th ,Qc 5s Ks ,23.0,0.0,0.0,25.0,25.0,0.0,23.0,0.0,0.0,0.0,9.0,6h bot Th bot,1.8206666666666678,5s bot Ks mid,0.13266666666666715
121,2h bot 6h bot,Kc mid 3h bot,KdKhAh-AdAc-,KdKhAh-AdAc-2h6h,KdKhAh-AdAcKc-2h6h3h,2h 6h Jh ,5c Kc 3h ,23.0,23.0,0.0,27.0,23.0,25.0,0.0,27.0,0.0,27.0,17.0,2h bot 6h bot,0.0,Kc mid 3h bot,0.0
122,3s bot Ks mid,3h bot Js bot,KdKhAh-AdAc-,KdKhAh-AdAcKs-3s,KdKhAh-AdAcKs-3s3hJs,6d 3s Ks ,3h 7h Js ,29.0,23.0,23.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,21.0,6d bot 3s bot,1.6133333333333333,3h bot 7h bot,0.005666666666666487
123,7d bot 9h bot,9d bot 3s mid,KdKhAh-AdAc-,KdKhAh-AdAc-7d9h,KdKhAh-AdAc3s-7d9h9d,7d 9h Js ,9d 3s Ks ,0.0,0.0,23.0,0.0,23.0,23.0,29.0,29.0,29.0,23.0,17.0,7d bot 9h bot,0.0,9d bot Ks mid,0.2926666666666655
124,2s bot Qs bot,Jc bot Js bot,KdKhAh-AdAc-,KdKhAh-AdAc-2sQs,KdKhAh-AdAc-2sQsJcJs,6c 2s Qs ,Jc 4h Js ,0.0,0.0,23.0,0.0,23.0,23.0,23.0,0.0,0.0,23.0,11.0,2s bot Qs bot,0.0,Jc bot Js bot,0.0
125,3d mid 6s bot,2s bot Ks bot,KdKhAh-AdAc-,KdKhAh-AdAc3d-6s,KdKhAh-AdAc3d-6s2sKs,3d 6s 9s ,7c 2s Ks ,0.0,23.0,0.0,0.0,23.0,27.0,27.0,0.0,0.0,0.0,10.0,6s bot 9s bot,3.0600000000000005,2s bot Ks bot,0.0
126,9c bot Th bot,8h mid 9s bot,KdKhAh-AdAc-,KdKhAh-AdAc-9cTh,KdKhAh-AdAc8h-9cTh9s,9c Th 7s ,2h 8h 9s ,23.0,0.0,0.0,23.0,23.0,0.0,23.0,0.0,0.0,0.0,9.0,9c bot Th bot,0.0,2h mid 9s bot,0.030333333333331325
127,Th bot Ts bot,Td bot 9h mid,KdKhAh-AdAc-,KdKhAh-AdAc-ThTs,KdKhAh-AdAc9h-ThTsTd,5h Th Ts ,Td 9h 6s ,29.0,23.0,29.0,23.0,29.0,29.0,23.0,31.0,31.0,23.0,27.0,Th bot Ts bot,0.0,Td bot 6s bot,0.10200000000000031
128,8d bot 7s bot,8c bot Js mid,KdKhAh-AdAc-,KdKhAh-AdAc-8d7s,KdKhAh-AdAcJs-8d7s8c,3d 8d 7s ,8c 3h Js ,0.0,23.0,23.0,23.0,23.0,29.0,0.0,0.0,23.0,23.0,16.0,8d bot 7s bot,0.0,8c bot Js mid,0.0
129,9d bot 8h bot,Td bot 3c mid,KdKhAh-AdAc-,KdKhAh-AdAc-9d8h,KdKhAh-AdAc3c-9d8hTd,9d 8h Th ,Td 3c 6c ,0.0,23.0,23.0,23.0,0.0,25.0,0.0,23.0,0.0,0.0,11.0,8h bot Th bot,0.31200000000000117,Td bot 6c mid,0.06633333333333269
130,8d mid Qc bot,8c bot 8s bot,KdKhAh-AdAc-,KdKhAh-AdAc8d-Qc,KdKhAh-AdAc8d-Qc8c8s,5d 8d Qc ,8c 4s 8s ,23.0,23.0,29.0,23.0,23.0,23.0,0.0,23.0,23.0,0.0,19.0,5d bot 8d bot,2.798,8c bot 8s bot,0.0
131,Jh bot Js bot,Jd bot 6s mid,KdKhAh-AdAc-,KdKhAh-AdAc-JhJs,KdKhAh-AdAc6s-JhJsJd,6c Jh Js ,Td Jd 6s ,23.0,23.0,23.0,23.0,23.0,23.0,23.0,29.0,33.0,29.0,25.0,Jh bot Js bot,0.0,Jd bot 6s bot,0.1403333333333343
132,8c bot 8s bot,9h mid Qs bot,KdKhAh-AdAc-,KdKhAh-AdAc-8c8s,KdKhAh-AdAc9h-8c8sQs,8c 8s 9s ,4c 9h Qs ,23.0,29.0,0.0,23.0,29.0,23.0,23.0,23.0,23.0,23.0,21.0,8c bot 8s bot,0.0,4c bot Qs mid,0.15133333333333354
133,5c bot 6c bot,9c bot Ks mid,KdKhAh-AdAc-,KdKhAh-AdAc-5c6c,KdKhAh-AdAcKs-5c6c9c,2c 5c 6c ,9c Qs Ks ,23.0,25.0,27.0,27.0,0.0,27.0,0.0,27.0,23.0,0.0,17.0,5c bot 6c bot,0.0,9c bot Ks mid,0.0
134,Jc bot Jh bot,3d mid 5h bot,KdKhAh-AdAc-,KdKhAh-AdAc-JcJh,KdKhAh-AdAc3d-JcJh5h,Jc 6h Jh ,3d 5h 9s ,23.0,23.0,0.0,23.0,29.0,0.0,23.0,23.0,0.0,23.0,16.0,Jc bot Jh bot,0.0,3d bot 9s mid,0.04933333333333323
135,7d bot 8h mid,3c bot 7c bot,KdKhAh-AdAc-,KdKhAh-AdAc8h-7d,KdKhAh-AdAc8h-7d3c7c,7d Kc 8h ,3c 7c 5h ,23.0,23.0,23.0,23.0,23.0,23.0,0.0,23.0,23.0,0.0,18.0,7d bot 8h bot,2.1786666666666665,7c bot 5h bot,0.07199999999999918
136,2c bot 7c bot,Jd mid Qc bot,KdKhAh-AdAc-,KdKhAh-AdAc-2c7c,KdKhAh-AdAcJd-2c7cQc,2c 7c 5s ,Jd Qc 6s ,0.0,0.0,0.0,0.0,27.0,27.0,0.0,23.0,23.0,0.0,10.0,7c bot 5s bot,0.034000000000000696,Jd mid Qc bot,0.0
137,9s bot Ts bot,8d bot Kc mid,KdKhAh-AdAc-,KdKhAh-AdAc-9sTs,KdKhAh-AdAcKc-9sTs8d,Qd 9s Ts ,8d Kc 2s ,25.0,0.0,0.0,0.0,25.0,23.0,0.0,23.0,0.0,0.0,9.0,9s bot Ts bot,0.0,Kc mid 2s bot,1.1683333333333348
138,8h bot Jh bot,Jd bot 6c mid,KdKhAh-AdAc-,KdKhAh-AdAc-8hJh,KdKhAh-AdAc6c-8hJhJd,8h Jh 3s ,Jd 6c Ks ,23.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,23.0,0.0,11.0,8h bot Jh bot,0.0,Jd bot Ks mid,0.27566666666666606
139,Tc bot Ks mid,8h bot Js bot,KdKhAh-AdAc-,KdKhAh-AdAcKs-Tc,KdKhAh-AdAcKs-Tc8hJs,Tc Ks As ,2c 8h Js ,0.0,25.0,25.0,25.0,0.0,23.0,0.0,0.0,0.0,25.0,12.0,Tc bot Ks mid,0.0,8h bot Js bot,0.0
140,6h bot 6s bot,9d bot Th mid,KdKhAh-AdAc-,KdKhAh-AdAc-6h6s,KdKhAh-AdAcTh-6h6s9d,6h 7h 6s ,9d Th Qh ,29.0,33.0,29.0,0.0,0.0,29.0,23.0,23.0,23.0,23.0,21.0,6h bot 6s bot,0.0,9d mid Qh bot,0.23866666666666347
141,Td bot 2s mid,Qd bot Qs bot,KdKhAh-AdAc-,KdKhAh-AdAc2s-Td,KdKhAh-AdAc2s-TdQdQs,Td 2s Ks ,Qd 7c Qs ,0.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,20.0,Td bot Ks mid,0.13666666666666494,Qd bot Qs bot,0.0
142,Th bot Ts bot,Tc bot 8h mid,KdKhAh-AdAc-,KdKhAh-AdAc-ThTs,KdKhAh-AdAc8h-ThTsTc,Th 3s Ts ,8d Tc 8h ,29.0,29.0,29.0,29.0,29.0,23.0,29.0,29.0,23.0,35.0,28.0,Th bot Ts bot,0.0,8d mid Tc bot,0.0
143,7c bot Ks mid,7h bot 5s bot,KdKhAh-AdAc-,KdKhAh-AdAcKs-7c,KdKhAh-AdAcKs-7c7h5s,Td 7c Ks ,4d 7h 5s ,23.0,0.0,23.0,29.0,23.0,23.0,0.0,29.0,23.0,23.0,19.0,Td bot 7c bot,0.8266666666666662,4d bot 7h bot,0.26000000000000156
144,2d bot Qd bot,2s bot 7s mid,KdKhAh-AdAc-,KdKhAh-AdAc-2dQd,KdKhAh-AdAc7s-2dQd2s,2d Qd 4c ,Jd 2s 7s ,23.0,23.0,0.0,23.0,23.0,0.0,23.0,23.0,23.0,23.0,18.0,2d bot Qd bot,0.0,Jd mid 2s bot,0.045666666666665634
145,5d bot 8s bot,7d bot Qc mid,KdKhAh-AdAc-,KdKhAh-AdAc-5d8s,KdKhAh-AdAcQc-5d8s7d,5d 8s Js ,7d Qc Jh ,0.0,23.0,0.0,23.0,23.0,0.0,0.0,25.0,25.0,0.0,11.0,8s bot Js bot,1.9659999999999993,7d bot Qc mid,0.0
146,3h bot 5s bot,Td mid Jd mid,KdKhAh-AdAc-,KdKhAh-AdAc-3h5s,KdKhAh-AdAcTdJd-3h5s,3h 5s Ts ,Td Jd 8s ,0.0,0.0,25.0,0.0,0.0,0.0,23.0,23.0,25.0,0.0,9.0,5s bot Ts bot,1.4093333333333327,Td mid Jd bot,0.03433333333333266
147,4d bot 8d bot,Jd bot Jc bot,KdKhAh-AdAc-,KdKhAh-AdAc-4d8d,KdKhAh-AdAc-4d8dJdJc,4d 8d 6s ,Td Jd Jc ,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0.0,20.0,8d bot 6s bot,0.13733333333333242,Td bot Jd bot,2.281333333333336
148,4h bot 3s bot,Qd mid 2s bot,KdKhAh-AdAc-,KdKhAh-AdAc-4h3s,KdKhAh-AdAcQd-4h3s2s,4h 3s Qs ,Qd 8c 2s ,23.0,0.0,23.0,25.0,0.0,0.0,0.0,23.0,0.0,0.0,9.0,3s bot Qs bot,1.2393333333333345,Qd mid 2s bot,0.0
149,Td bot Tc bot,4c mid Th bot,KdKhAh-AdAc-,KdKhAh-AdAc-TdTc,KdKhAh-AdAc4c-TdTcTh,Td Tc 3h ,2d 4c Th ,23.0,29.0,31.0,29.0,33.0,29.0,29.0,29.0,29.0,23.0,28.0,Td bot Tc bot,0.0,2d bot Th bot,0.16100000000000136
150,2d bot 2c bot,7c bot 8h mid,KdKhAh-AdAc-,KdKhAh-AdAc-2d2c,KdKhAh-AdAc8h-2d2c7c,2d 5d 2c ,7c 8h 9h ,23.0,23.0,23.0,0.0,0.0,23.0,0.0,23.0,23.0,23.0,16.0,2d bot 2c bot,0.0,8h bot 9h mid,0.1566666666666663
151,Qd bot Qc bot,4h bot 4s bot,KdKhAh-AdAc-,KdKhAh-AdAc-QdQc,KdKhAh-AdAc-QdQc4h4s,Qd 3c Qc ,4h 4s Ts ,29.0,31.0,23.0,23.0,29.0,23.0,23.0,29.0,29.0,23.0,26.0,Qd bot Qc bot,0.0,4h bot 4s bot,0.0
152,5d bot 3c bot,2d mid 5c bot,KdKhAh-AdAc-,KdKhAh-AdAc-5d3c,KdKhAh-AdAc2d-5d3c5c,5d 3c 7h ,2d 5c 9c ,0.0,23.0,23.0,29.0,29.0,0.0,23.0,23.0,23.0,23.0,19.0,5d bot 7h bot,0.22466666666666768,2d mid 5c bot,0.0
153,6c bot 8s bot,8h bot Ks mid,KdKhAh-AdAc-,KdKhAh-AdAc-6c8s,KdKhAh-AdAcKs-6c8s8h,6c Kc 8s ,8h Ks As ,23.0,0.0,23.0,23.0,23.0,23.0,0.0,23.0,23.0,23.0,18.0,6c bot 8s bot,0.0,8h bot Ks mid,0.0
154,Jc bot Qh bot,Qc bot 4s mid,KdKhAh-AdAc-,KdKhAh-AdAc-JcQh,KdKhAh-AdAc4s-JcQhQc,Jc Qh 7s ,Qc 9h 4s ,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,23.0,23.0,16.0,Jc bot Qh bot,0.0,Qc bot 9h mid,0.022999999999999687
155,3d bot 5h bot,Td mid 3h bot,KdKhAh-AdAc-,KdKhAh-AdAc-3d5h,KdKhAh-AdAcTd-3d5h3h,3d Qc 5h ,7d Td 3h ,23.0,23.0,0.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,18.0,3d bot 5h bot,0.0,Td mid 3h bot,0.0
156,4c mid 6s bot,7h mid 3s bot,KdKhAh-AdAc-,KdKhAh-AdAc4c-6s,KdKhAh-AdAc4c7h-6s3s,4c Qc 6s ,Tc 7h 3s ,27.0,0.0,0.0,23.0,0.0,29.0,0.0,23.0,23.0,0.0,12.0,4c bot Qc bot,1.6020000000000003,Tc bot 7h bot,0.22766666666666602
157,Jd bot Jh bot,7h bot Qh mid,KdKhAh-AdAc-,KdKhAh-AdAc-JdJh,KdKhAh-AdAcQh-JdJh7h,Jd Kc Jh ,7h Qh As ,23.0,23.0,23.0,23.0,23.0,23.0,0.0,23.0,29.0,23.0,21.0,Jd bot Jh bot,0.0,7h mid Qh bot,0.15700000000000003
158,7s bot Js bot,3s bot 9s bot,KdKhAh-AdAc-,KdKhAh-AdAc-7sJs,KdKhAh-AdAc-7sJs3s9s,Tc 7s Js ,Jh 3s 9s ,27.0,27.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,0.0,21.0,7s bot Js bot,0.0,3s bot 9s bot,0.0
159,2h bot 4h bot,Tc mid 7h bot,KdKhAh-AdAc-,KdKhAh-AdAc-2h4h,KdKhAh-AdAcTc-2h4h7h,Jd 2h 4h ,8d Tc 7h ,0.0,0.0,23.0,27.0,27.0,23.0,0.0,0.0,27.0,0.0,12.0,2h bot 4h bot,0.0,8d mid 7h bot,0.04399999999999871
160,5d bot 4c bot,7h bot 6s bot,KdKhAh-AdAc-,KdKhAh-AdAc-5d4c,KdKhAh-AdAc-5d4c7h6s,5d 7d 4c ,9c 7h 6s ,25.0,25.0,25.0,25.0,25.0,25.0,0.0,25.0,25.0,25.0,22.0,5d bot 7d bot,0.9926666666666666,7h bot 6s bot,0.0
161,2c bot 2s bot,3d bot 4c mid,KdKhAh-AdAc-,KdKhAh-AdAc-2c2s,KdKhAh-AdAc4c-2c2s3d,Qd 2c 2s ,3d 4c 8c ,0.0,23.0,29.0,23.0,23.0,23.0,0.0,0.0,23.0,29.0,17.0,2c bot 2s bot,0.0,3d bot 4c mid,0.0
