,Decision_0,Decision_1,Hand_0,Hand_1,Hand_2,Pull_0,Pull_1,solver_ev_0,solver_ev_1,solver_ev_2,solver_ev_3,solver_ev_4,solver_ev_5,solver_ev_6,solver_ev_7,solver_ev_8,solver_ev_9,solver_ev_avg,ResolvedDecision_0,ResolvedDecision_ev_0,ResolvedDecision_1,ResolvedDecision_ev_1
0,4h bot 4s bot,8c bot 3s mid,KdKhAh-AdAc-,KdKhAh-AdAc-4h4s,KdKhAh-AdAc3s-4h4s8c,4h 4s Ks ,8c 2h 3s ,23.0,23.0,0.0,23.0,23.0,23.0,31.0,0.0,0.0,0.0,14.0,4h bot 4s bot,0.0,8c mid 3s bot,0.19266666666666765
1,7h bot 3s mid,5d bot 6c bot,KdKhAh-AdAc-,KdKhAh-AdAc3s-7h,KdKhAh-AdAc3s-7h5d6c,7h Qh 3s ,5d 6c 9c ,25.0,25.0,0.0,0.0,0.0,0.0,25.0,23.0,23.0,0.0,12.0,7h bot Qh bot,1.4833333333333343,5d bot 6c bot,0.0
2,8s bot Js bot,5d bot 5c bot,KdKhAh-AdAc-,KdKhAh-AdAc-8sJs,KdKhAh-AdAc-8sJs5d5c,4d 8s Js ,5d 5c 4s ,0.0,23.0,23.0,23.0,0.0,23.0,0.0,23.0,23.0,0.0,13.0,8s bot Js bot,0.0,5d bot 5c bot,0.0
3,Tc bot Kc bot,2c bot Qs mid,KdKhAh-AdAc-,KdKhAh-AdAc-TcKc,KdKhAh-AdAcQs-TcKc2c,6c Tc Kc ,2c 4s Qs ,0.0,23.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,6.0,6c bot Tc bot,2.3819999999999997,2c bot 4s mid,0.026333333333333542
4,7h bot Ks mid,8c bot 7s bot,KdKhAh-AdAc-,KdKhAh-AdAcKs-7h,KdKhAh-AdAcKs-7h8c7s,Jd 7h Ks ,8c 7s 9s ,23.0,23.0,23.0,23.0,23.0,29.0,23.0,0.0,0.0,23.0,19.0,Jd bot 7h bot,0.4166666666666661,7s bot 9s bot,0.11599999999999966
5,5c bot 2h bot,7c mid Qs bot,KdKhAh-AdAc-,KdKhAh-AdAc-5c2h,KdKhAh-AdAc7c-5c2hQs,5c Jc 2h ,6c 7c Qs ,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5c bot Jc bot,1.1273333333333326,6c bot 7c mid,1.8263333333333343
6,8d bot Qc bot,3c mid Ks mid,KdKhAh-AdAc-,KdKhAh-AdAc-8dQc,KdKhAh-AdAc3cKs-8dQc,8d Qc 3h ,3c 7s Ks ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,8d bot Qc bot,0.0,7s bot Ks mid,0.8533333333333335
7,3h bot 6s bot,6d bot Jh mid,KdKhAh-AdAc-,KdKhAh-AdAc-3h6s,KdKhAh-AdAcJh-3h6s6d,Tc 3h 6s ,4d 6d Jh ,23.0,23.0,0.0,0.0,23.0,29.0,0.0,0.0,23.0,23.0,14.0,3h bot 6s bot,0.0,4d mid 6d bot,0.09700000000000131
8,Jc bot 6h bot,9h mid Ts bot,KdKhAh-AdAc-,KdKhAh-AdAc-Jc6h,KdKhAh-AdAc9h-Jc6hTs,2c Jc 6h ,9h 5s Ts ,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,4.0,2c bot Jc bot,2.221333333333334,5s bot Ts mid,0.07633333333333336
9,5d bot 4h bot,7c bot 6h bot,KdKhAh-AdAc-,KdKhAh-AdAc-5d4h,KdKhAh-AdAc-5d4h7c6h,5d 6c 4h ,Qd 7c 6h ,25.0,25.0,0.0,25.0,27.0,25.0,25.0,25.0,25.0,0.0,20.0,5d bot 6c bot,0.7713333333333328,7c bot 6h bot,0.0
10,2d bot Td bot,Tc bot 5s mid,KdKhAh-AdAc-,KdKhAh-AdAc-2dTd,KdKhAh-AdAc5s-2dTdTc,2d Td 7h ,Tc Qc 5s ,0.0,23.0,23.0,0.0,23.0,29.0,0.0,23.0,23.0,23.0,16.0,2d bot Td bot,0.0,Tc bot Qc mid,0.05033333333333445
11,7s bot 9s bot,5c mid 8h mid,KdKhAh-AdAc-,KdKhAh-AdAc-7s9s,KdKhAh-AdAc5c8h-7s9s,Td 7s 9s ,5c 8h Jh ,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,4.0,7s bot 9s bot,0.0,8h bot Jh mid,2.811
12,2c bot 5h bot,Qd mid Kc mid,KdKhAh-AdAc-,KdKhAh-AdAc-2c5h,KdKhAh-AdAcQdKc-2c5h,8d 2c 5h ,Qd Kc 9s ,23.0,23.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,11.0,8d bot 5h bot,0.336666666666666,Qd bot Kc mid,0.6996666666666664
13,Jc bot Qs mid,Jd bot Ks mid,KdKhAh-AdAc-,KdKhAh-AdAcQs-Jc,KdKhAh-AdAcQsKs-JcJd,8c Jc Qs ,Jd 9h Ks ,0.0,23.0,23.0,0.0,23.0,23.0,0.0,23.0,23.0,23.0,16.0,8c bot Jc bot,3.474,Jd bot 9h bot,1.8699999999999992
14,5c bot 6c bot,8d mid 6s bot,KdKhAh-AdAc-,KdKhAh-AdAc-5c6c,KdKhAh-AdAc8d-5c6c6s,4d 5c 6c ,8d 6s As ,23.0,23.0,23.0,0.0,23.0,23.0,23.0,0.0,23.0,23.0,18.0,5c bot 6c bot,0.0,8d mid 6s bot,0.0
15,2s bot 3s bot,8h mid 5s bot,KdKhAh-AdAc-,KdKhAh-AdAc-2s3s,KdKhAh-AdAc8h-2s3s5s,Qc 2s 3s ,6d 8h 5s ,0.0,27.0,27.0,27.0,23.0,27.0,23.0,0.0,0.0,23.0,17.0,2s bot 3s bot,0.0,8h mid 5s bot,0.0
16,7d bot 4h bot,Kc mid 7h bot,KdKhAh-AdAc-,KdKhAh-AdAc-7d4h,KdKhAh-AdAcKc-7d4h7h,7d 9d 4h ,Kc 7h 9s ,0.0,0.0,23.0,23.0,23.0,23.0,23.0,29.0,23.0,23.0,19.0,7d bot 9d bot,1.5039999999999996,Kc mid 7h bot,0.0
17,5d bot 6d bot,7d bot 3c mid,KdKhAh-AdAc-,KdKhAh-AdAc-5d6d,KdKhAh-AdAc3c-5d6d7d,5d 6d Js ,7d 3c 3s ,23.0,0.0,23.0,23.0,25.0,25.0,27.0,25.0,27.0,0.0,19.0,5d bot 6d bot,0.0,3c bot 3s bot,1.4153333333333347
18,9d bot 9h bot,2d mid 9c bot,KdKhAh-AdAc-,KdKhAh-AdAc-9d9h,KdKhAh-AdAc2d-9d9h9c,9d 5h 9h ,2d 4d 9c ,23.0,29.0,23.0,29.0,23.0,31.0,23.0,23.0,29.0,29.0,26.0,9d bot 9h bot,0.0,4d bot 9c bot,0.2626666666666644
19,8h bot Jh bot,2s mid Js bot,KdKhAh-AdAc-,KdKhAh-AdAc-8hJh,KdKhAh-AdAc2s-8hJhJs,3c 8h Jh ,2s Js Qs ,23.0,29.0,23.0,23.0,0.0,23.0,0.0,23.0,23.0,23.0,19.0,8h bot Jh bot,0.0,Js bot Qs mid,0.0329999999999977
20,4c bot 4s bot,7h bot 7s bot,KdKhAh-AdAc-,KdKhAh-AdAc-4c4s,KdKhAh-AdAc-4c4s7h7s,9d 4c 4s ,9c 7h 7s ,29.0,23.0,29.0,31.0,23.0,31.0,23.0,23.0,23.0,23.0,25.0,4c bot 4s bot,0.0,7h bot 7s bot,0.0
21,6d bot 9c bot,3c bot 3h bot,KdKhAh-AdAc-,KdKhAh-AdAc-6d9c,KdKhAh-AdAc-6d9c3c3h,6d 9c 8h ,3c Kc 3h ,0.0,23.0,23.0,23.0,0.0,23.0,0.0,23.0,0.0,0.0,11.0,9c bot 8h bot,1.3180000000000014,3c bot 3h bot,0.0
22,Jh bot 8s bot,Qc bot 4h mid,KdKhAh-AdAc-,KdKhAh-AdAc-Jh8s,KdKhAh-AdAc4h-Jh8sQc,9h Jh 8s ,6d Qc 4h ,0.0,0.0,23.0,0.0,25.0,0.0,0.0,0.0,0.0,23.0,7.0,9h bot Jh bot,1.5679999999999996,6d mid Qc bot,0.057333333333334124
23,3c bot 9c bot,7c bot 5h mid,KdKhAh-AdAc-,KdKhAh-AdAc-3c9c,KdKhAh-AdAc5h-3c9c7c,3c 9c 8h ,4d 7c 5h ,0.0,23.0,27.0,27.0,23.0,0.0,27.0,23.0,27.0,27.0,20.0,9c bot 8h bot,0.19466666666666654,7c bot 5h mid,0.0
24,2h bot 3s bot,8h mid 9h mid,KdKhAh-AdAc-,KdKhAh-AdAc-2h3s,KdKhAh-AdAc8h9h-2h3s,Tc 2h 3s ,7c 8h 9h ,0.0,29.0,0.0,23.0,29.0,0.0,23.0,23.0,0.0,23.0,15.0,2h bot 3s bot,0.0,8h mid 9h bot,0.2523333333333335
25,3c bot Tc bot,2s mid Ts bot,KdKhAh-AdAc-,KdKhAh-AdAc-3cTc,KdKhAh-AdAc2s-3cTcTs,3c Tc 6h ,Qc 2s Ts ,23.0,23.0,0.0,23.0,29.0,0.0,23.0,0.0,0.0,0.0,12.0,3c bot Tc bot,0.0,Qc mid Ts bot,0.027000000000001023
26,4c bot 3s bot,3d bot Ks mid,KdKhAh-AdAc-,KdKhAh-AdAc-4c3s,KdKhAh-AdAcKs-4c3s3d,4c Jc 3s ,3d 2c Ks ,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0.0,23.0,20.0,4c bot Jc bot,0.49333333333333407,3d bot Ks mid,0.0
27,6s bot 9s bot,7c bot 8c bot,KdKhAh-AdAc-,KdKhAh-AdAc-6s9s,KdKhAh-AdAc-6s9s7c8c,Jd 6s 9s ,7c 8c 8h ,25.0,0.0,25.0,25.0,0.0,25.0,0.0,25.0,25.0,25.0,17.0,6s bot 9s bot,0.0,7c bot 8c bot,0.0
28,3d bot 4c bot,2d mid 3h bot,KdKhAh-AdAc-,KdKhAh-AdAc-3d4c,KdKhAh-AdAc2d-3d4c3h,3d 2c 4c ,2d 2h 3h ,23.0,23.0,23.0,29.0,23.0,23.0,23.0,23.0,29.0,23.0,24.0,2c bot 4c bot,0.9586666666666659,2d mid 3h bot,0.0
29,Kc bot Ks bot,6c bot 6h bot,KdKhAh-AdAc-,KdKhAh-AdAc-KcKs,KdKhAh-AdAc-KcKs6c6h,5d Kc Ks ,6c 6h Th ,23.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,29.0,21.0,Kc bot Ks bot,0.0,6c bot 6h bot,0.0
30,3d bot 3c bot,3h bot Jh mid,KdKhAh-AdAc-,KdKhAh-AdAc-3d3c,KdKhAh-AdAcJh-3d3c3h,3d 3c Qs ,2d 3h Jh ,23.0,33.0,33.0,29.0,29.0,29.0,29.0,23.0,31.0,29.0,28.0,3d bot 3c bot,0.0,2d bot 3h bot,0.158333333333335
31,Jd bot 9h bot,2c bot Js bot,KdKhAh-AdAc-,KdKhAh-AdAc-Jd9h,KdKhAh-AdAc-Jd9h2cJs,Jd 9h Qs ,2c 5h Js ,23.0,0.0,0.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,16.0,Jd bot 9h bot,0.0,2c mid Js bot,0.7406666666666677
32,9d bot 8h bot,Td bot 7s bot,KdKhAh-AdAc-,KdKhAh-AdAc-9d8h,KdKhAh-AdAc-9d8hTd7s,9d 3c 8h ,Td 4h 7s ,25.0,0.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,25.0,20.0,9d bot 8h bot,0.0,Td bot 7s bot,0.0
33,5h bot Jh bot,3d mid 7h bot,KdKhAh-AdAc-,KdKhAh-AdAc-5hJh,KdKhAh-AdAc3d-5hJh7h,Tc 5h Jh ,3d 6d 7h ,0.0,0.0,0.0,23.0,23.0,0.0,27.0,23.0,23.0,27.0,14.0,Tc bot Jh bot,0.033333333333333215,6d mid 7h bot,0.019666666666665833
34,Jh bot Qh bot,6c mid 9c bot,KdKhAh-AdAc-,KdKhAh-AdAc-JhQh,KdKhAh-AdAc6c-JhQh9c,Kc Jh Qh ,6c 9c 7s ,0.0,23.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,6.0,Jh bot Qh bot,0.0,9c bot 7s mid,0.019000000000000128
35,8c bot Js bot,4d mid Qs bot,KdKhAh-AdAc-,KdKhAh-AdAc-8cJs,KdKhAh-AdAc4d-8cJsQs,8c Js As ,4d 5d Qs ,23.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,9.0,8c bot Js bot,0.0,4d mid Qs bot,0.0
36,9s bot Js bot,3h mid Ts bot,KdKhAh-AdAc-,KdKhAh-AdAc-9sJs,KdKhAh-AdAc3h-9sJsTs,8d 9s Js ,3h 5h Ts ,0.0,27.0,25.0,23.0,23.0,0.0,25.0,25.0,27.0,27.0,20.0,9s bot Js bot,0.0,5h mid Ts bot,0.013333333333331865
37,8c mid 2s bot,9h mid 3s bot,KdKhAh-AdAc-,KdKhAh-AdAc8c-2s,KdKhAh-AdAc8c9h-2s3s,8c Jh 2s ,Jd 9h 3s ,0.0,0.0,0.0,0.0,23.0,0.0,27.0,0.0,23.0,27.0,10.0,8c bot Jh bot,1.8673333333333346,9h mid 3s bot,0.0
38,2c bot 2h bot,8d mid 9d bot,KdKhAh-AdAc-,KdKhAh-AdAc-2c2h,KdKhAh-AdAc8d-2c2h9d,2c 2h 7s ,8d 9d 3h ,23.0,23.0,23.0,33.0,0.0,23.0,0.0,0.0,23.0,23.0,17.0,2c bot 2h bot,0.0,8d mid 9d bot,0.0
39,9d bot 8s bot,6c bot Ts bot,KdKhAh-AdAc-,KdKhAh-AdAc-9d8s,KdKhAh-AdAc-9d8s6cTs,9d Kc 8s ,2d 6c Ts ,25.0,0.0,25.0,27.0,0.0,27.0,25.0,0.0,27.0,25.0,18.0,9d bot 8s bot,0.0,6c mid Ts bot,0.5366666666666671
40,8h bot 8s bot,Jc mid 5h bot,KdKhAh-AdAc-,KdKhAh-AdAc-8h8s,KdKhAh-AdAcJc-8h8s5h,3c 8h 8s ,Tc Jc 5h ,0.0,23.0,23.0,29.0,23.0,0.0,23.0,23.0,23.0,23.0,19.0,8h bot 8s bot,0.0,Jc mid 5h bot,0.0
41,6d bot Ts bot,7d mid 8c bot,KdKhAh-AdAc-,KdKhAh-AdAc-6dTs,KdKhAh-AdAc7d-6dTs8c,6d Jd Ts ,4d 7d 8c ,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,2.0,6d bot Jd bot,1.0986666666666665,7d bot 8c bot,2.339666666666666
42,9d bot 9h bot,Td mid 5h bot,KdKhAh-AdAc-,KdKhAh-AdAc-9d9h,KdKhAh-AdAcTd-9d9h5h,9d 9h Qh ,Td 5h 7s ,23.0,23.0,0.0,0.0,23.0,23.0,0.0,0.0,23.0,23.0,13.0,9d bot 9h bot,0.0,Td mid 5h bot,0.0
43,7s bot Qs bot,3s bot 5s bot,KdKhAh-AdAc-,KdKhAh-AdAc-7sQs,KdKhAh-AdAc-7sQs3s5s,Kc 7s Qs ,Qd 3s 5s ,27.0,27.0,27.0,27.0,27.0,29.0,27.0,27.0,27.0,27.0,27.0,7s bot Qs bot,0.0,3s bot 5s bot,0.0
44,3c bot 5s bot,3s bot 7s mid,KdKhAh-AdAc-,KdKhAh-AdAc-3c5s,KdKhAh-AdAc7s-3c5s3s,6d 3c 5s ,3s 7s Ks ,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,6d bot 5s bot,0.8306666666666658,3s bot Ks mid,0.26866666666666816
45,6d bot 4h bot,4d bot 7s mid,KdKhAh-AdAc-,KdKhAh-AdAc-6d4h,KdKhAh-AdAc7s-6d4h4d,6d Qc 4h ,4d 7c 7s ,23.0,23.0,0.0,29.0,0.0,23.0,0.0,23.0,23.0,0.0,14.0,6d bot 4h bot,0.0,4d bot 7c mid,0.0
46,8d bot Ks mid,8h bot Jh mid,KdKhAh-AdAc-,KdKhAh-AdAcKs-8d,KdKhAh-AdAcKsJh-8d8h,8d 4h Ks ,Kc 8h Jh ,23.0,0.0,0.0,23.0,23.0,23.0,0.0,23.0,23.0,23.0,16.0,8d bot Ks mid,0.0,8h bot Jh bot,1.782
47,6d bot 4c bot,2c mid 6h bot,KdKhAh-AdAc-,KdKhAh-AdAc-6d4c,KdKhAh-AdAc2c-6d4c6h,6d 4c 2h ,3d 2c 6h ,23.0,29.0,23.0,29.0,23.0,23.0,0.0,23.0,23.0,23.0,21.0,6d bot 4c bot,0.0,3d mid 6h bot,0.007666666666668931
48,5h mid Js bot,7d bot 7c bot,KdKhAh-AdAc-,KdKhAh-AdAc5h-Js,KdKhAh-AdAc5h-Js7d7c,5h Js As ,7d 7c 9c ,23.0,23.0,0.0,23.0,23.0,23.0,0.0,0.0,0.0,23.0,13.0,5h bot Js bot,0.15000000000000036,7d bot 7c bot,0.0
49,Tc bot Qh bot,Jc bot 2s mid,KdKhAh-AdAc-,KdKhAh-AdAc-TcQh,KdKhAh-AdAc2s-TcQhJc,Tc Qh As ,5d Jc 2s ,0.0,0.0,23.0,0.0,0.0,23.0,25.0,23.0,23.0,0.0,11.0,Tc bot Qh bot,0.0,Jc bot 2s mid,0.0
50,9h mid 5s bot,9d bot 7c bot,KdKhAh-AdAc-,KdKhAh-AdAc9h-5s,KdKhAh-AdAc9h-5s9d7c,9h 5s As ,9d 7c Jh ,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,6.0,9h bot 5s bot,0.6993333333333318,9d bot 7c bot,0.0
51,9c bot 9h bot,4c mid 7s bot,KdKhAh-AdAc-,KdKhAh-AdAc-9c9h,KdKhAh-AdAc4c-9c9h7s,9c 8h 9h ,4c 2s 7s ,23.0,31.0,23.0,0.0,23.0,0.0,23.0,23.0,29.0,23.0,19.0,9c bot 9h bot,0.0,2s mid 7s bot,0.00833333333333286
52,2h bot 2s bot,4c mid Jc bot,KdKhAh-AdAc-,KdKhAh-AdAc-2h2s,KdKhAh-AdAc4c-2h2sJc,Qd 2h 2s ,4c Jc 9h ,29.0,0.0,0.0,0.0,29.0,23.0,23.0,23.0,23.0,23.0,17.0,2h bot 2s bot,0.0,4c mid Jc bot,0.0
53,2c bot 6h bot,Jd bot Qd mid,KdKhAh-AdAc-,KdKhAh-AdAc-2c6h,KdKhAh-AdAcQd-2c6hJd,2c Tc 6h ,Jd Qd As ,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,2.0,2c bot Tc bot,1.4333333333333336,Jd mid Qd bot,0.11699999999999999
54,3h bot 6h bot,3d bot 9c mid,KdKhAh-AdAc-,KdKhAh-AdAc-3h6h,KdKhAh-AdAc9c-3h6h3d,Td 3h 6h ,3d 9c 7h ,23.0,0.0,0.0,23.0,0.0,29.0,23.0,23.0,0.0,23.0,14.0,3h bot 6h bot,0.0,3d bot 7h mid,0.03300000000000125
55,7c bot Kc mid,3c mid 8h bot,KdKhAh-AdAc-,KdKhAh-AdAcKc-7c,KdKhAh-AdAcKc3c-7c8h,7c Kc 2s ,3c 2h 8h ,23.0,23.0,23.0,23.0,23.0,23.0,25.0,0.0,25.0,0.0,18.0,7c bot Kc mid,0.0,3c mid 8h bot,0.0
56,4d bot 2s bot,8h bot 8s bot,KdKhAh-AdAc-,KdKhAh-AdAc-4d2s,KdKhAh-AdAc-4d2s8h8s,4d Qd 2s ,8h 8s 9s ,0.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,23.0,23.0,13.0,4d bot Qd bot,0.44666666666666544,8h bot 8s bot,0.0
57,8d bot Ts bot,2d mid 5h mid,KdKhAh-AdAc-,KdKhAh-AdAc-8dTs,KdKhAh-AdAc2d5h-8dTs,8d Ts Ks ,2d 5h As ,0.0,23.0,23.0,0.0,0.0,0.0,0.0,23.0,25.0,0.0,9.0,8d bot Ts bot,0.0,2d mid 5h mid,0.0
58,6d bot 4c bot,2d mid 4s bot,KdKhAh-AdAc-,KdKhAh-AdAc-6d4c,KdKhAh-AdAc2d-6d4c4s,6d 4c Jh ,2d 9d 4s ,23.0,23.0,0.0,23.0,23.0,23.0,23.0,29.0,23.0,23.0,21.0,6d bot 4c bot,0.0,9d mid 4s bot,0.046333333333333115
59,9c bot Qh bot,2d mid 9d bot,KdKhAh-AdAc-,KdKhAh-AdAc-9cQh,KdKhAh-AdAc2d-9cQh9d,9c 5h Qh ,2d 9d 8c ,23.0,23.0,0.0,23.0,23.0,0.0,23.0,33.0,23.0,0.0,17.0,5h bot Qh bot,0.5080000000000009,2d mid 9d bot,0.0
60,2h bot 2s bot,Th bot 3s mid,KdKhAh-AdAc-,KdKhAh-AdAc-2h2s,KdKhAh-AdAc3s-2h2sTh,7c 2h 2s ,8h Th 3s ,23.0,29.0,23.0,0.0,0.0,0.0,23.0,29.0,23.0,23.0,17.0,2h bot 2s bot,0.0,8h mid 3s bot,0.11666666666666714
61,8c bot 5s bot,Td bot Th bot,KdKhAh-AdAc-,KdKhAh-AdAc-8c5s,KdKhAh-AdAc-8c5sTdTh,3d 8c 5s ,Td Th Qs ,23.0,23.0,0.0,23.0,23.0,23.0,23.0,23.0,0.0,23.0,18.0,3d bot 5s bot,0.061333333333333684,Td bot Th bot,0.0
62,6d bot 8h bot,2c mid Kc mid,KdKhAh-AdAc-,KdKhAh-AdAc-6d8h,KdKhAh-AdAc2cKc-6d8h,6d 8h 2s ,2c Kc Js ,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6d bot 8h bot,0.0,Kc mid Js mid,0.05666666666666664
63,8h bot 7s bot,6d bot Ks mid,KdKhAh-AdAc-,KdKhAh-AdAc-8h7s,KdKhAh-AdAcKs-8h7s6d,2h 8h 7s ,6d Jd Ks ,25.0,0.0,0.0,23.0,0.0,0.0,25.0,0.0,25.0,0.0,9.0,8h bot 7s bot,0.0,6d bot Ks mid,0.0
64,Jd bot Js bot,5d bot 3h mid,KdKhAh-AdAc-,KdKhAh-AdAc-JdJs,KdKhAh-AdAc3h-JdJs5d,Jd 9s Js ,4d 5d 3h ,0.0,23.0,23.0,23.0,23.0,29.0,23.0,23.0,29.0,23.0,21.0,Jd bot Js bot,0.0,4d mid 5d bot,0.11233333333333206
65,Td bot 7h bot,5d mid Jh bot,KdKhAh-AdAc-,KdKhAh-AdAc-Td7h,KdKhAh-AdAc5d-Td7hJh,Td Jc 7h ,5d Jh Qh ,0.0,23.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,4.0,Td bot Jc bot,0.14333333333333265,5d mid Jh bot,0.0
66,7c bot Qh mid,5d bot 6d bot,KdKhAh-AdAc-,KdKhAh-AdAcQh-7c,KdKhAh-AdAcQh-7c5d6d,7c Kc Qh ,5d 6d Jh ,0.0,25.0,0.0,25.0,23.0,25.0,0.0,0.0,27.0,25.0,15.0,7c bot Kc mid,0.17733333333333334,5d bot 6d bot,0.0
67,2h bot 5h bot,8h bot 8s bot,KdKhAh-AdAc-,KdKhAh-AdAc-2h5h,KdKhAh-AdAc-2h5h8h8s,2h 5h As ,9d 8h 8s ,23.0,23.0,23.0,23.0,23.0,23.0,0.0,23.0,0.0,0.0,16.0,2h bot 5h bot,0.0,8h bot 8s bot,0.0
68,Td bot Qd bot,4c mid Tc bot,KdKhAh-AdAc-,KdKhAh-AdAc-TdQd,KdKhAh-AdAc4c-TdQdTc,Td Qd Ks ,4c 6c Tc ,23.0,29.0,23.0,23.0,23.0,23.0,23.0,23.0,0.0,23.0,21.0,Td bot Qd bot,0.0,6c mid Tc bot,0.0030000000000001137
69,Th bot Js bot,9d bot 9h bot,KdKhAh-AdAc-,KdKhAh-AdAc-ThJs,KdKhAh-AdAc-ThJs9d9h,3h Th Js ,2d 9d 9h ,23.0,0.0,0.0,0.0,23.0,23.0,23.0,23.0,0.0,23.0,13.0,Th bot Js bot,0.0,9d bot 9h bot,0.0
70,9d bot Tc bot,4s mid 9s bot,KdKhAh-AdAc-,KdKhAh-AdAc-9dTc,KdKhAh-AdAc4s-9dTc9s,9d Tc 2s ,Jh 4s 9s ,23.0,0.0,23.0,0.0,23.0,23.0,23.0,23.0,0.0,23.0,16.0,9d bot Tc bot,0.0,4s mid 9s bot,0.0
71,2s bot 5s bot,2c bot 8h mid,KdKhAh-AdAc-,KdKhAh-AdAc-2s5s,KdKhAh-AdAc8h-2s5s2c,7c 2s 5s ,2c 8h Js ,0.0,0.0,23.0,0.0,23.0,23.0,23.0,35.0,23.0,23.0,17.0,2s bot 5s bot,0.0,2c bot Js mid,0.052666666666667084
72,Qc bot 2h bot,3d mid 5s bot,KdKhAh-AdAc-,KdKhAh-AdAc-Qc2h,KdKhAh-AdAc3d-Qc2h5s,Qc 2h Ts ,3d 5s Js ,0.0,0.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,11.0,Qc bot Ts bot,0.8853333333333335,3d bot 5s mid,0.03633333333333333
73,Td mid 3c bot,3d bot 9s bot,KdKhAh-AdAc-,KdKhAh-AdAcTd-3c,KdKhAh-AdAcTd-3c3d9s,Td 3c 8h ,3d 9h 9s ,23.0,0.0,23.0,23.0,23.0,23.0,0.0,29.0,23.0,23.0,19.0,Td bot 8h bot,2.3840000000000003,3d bot 9h bot,0.0
74,5h bot 7h bot,2h bot Qh bot,KdKhAh-AdAc-,KdKhAh-AdAc-5h7h,KdKhAh-AdAc-5h7h2hQh,5h 7h 3s ,6d 2h Qh ,27.0,27.0,0.0,27.0,0.0,0.0,27.0,27.0,0.0,0.0,13.0,5h bot 7h bot,0.0,2h bot Qh bot,0.0
75,8c bot Qc bot,6h mid Th mid,KdKhAh-AdAc-,KdKhAh-AdAc-8cQc,KdKhAh-AdAc6hTh-8cQc,8c Qc As ,6h Th Ks ,0.0,0.0,38.0,0.0,27.0,0.0,0.0,0.0,0.0,23.0,8.0,8c bot Qc bot,0.0,Th bot Ks mid,1.472999999999999
76,8d bot 9d bot,7c bot 7s bot,KdKhAh-AdAc-,KdKhAh-AdAc-8d9d,KdKhAh-AdAc-8d9d7c7s,8d 9d 3s ,7c 5s 7s ,23.0,0.0,23.0,23.0,23.0,0.0,0.0,23.0,0.0,23.0,13.0,8d bot 9d bot,0.0,7c bot 7s bot,0.0
77,5c bot 5s bot,4d bot Kc mid,KdKhAh-AdAc-,KdKhAh-AdAc-5c5s,KdKhAh-AdAcKc-5c5s4d,5c 5h 5s ,4d Kc As ,23.0,23.0,23.0,29.0,23.0,23.0,0.0,23.0,23.0,23.0,21.0,5c bot 5h bot,0.0,4d bot Kc mid,0.0
78,9c mid 7s bot,4h mid 5s bot,KdKhAh-AdAc-,KdKhAh-AdAc9c-7s,KdKhAh-AdAc9c4h-7s5s,9c 7s Ks ,4h 5s Qs ,25.0,23.0,23.0,0.0,0.0,27.0,27.0,0.0,0.0,25.0,15.0,9c bot 7s bot,1.3979999999999997,5s bot Qs bot,5.275
79,Qd mid Ts bot,6h bot Th bot,KdKhAh-AdAc-,KdKhAh-AdAcQd-Ts,KdKhAh-AdAcQd-Ts6hTh,Qd 3s Ts ,6h Th 7s ,0.0,0.0,23.0,0.0,23.0,23.0,23.0,29.0,23.0,23.0,16.0,3s bot Ts bot,2.7506666666666657,Th bot 7s bot,0.2729999999999997
80,7h bot Ks mid,8c bot 8s bot,KdKhAh-AdAc-,KdKhAh-AdAcKs-7h,KdKhAh-AdAcKs-7h8c8s,3d 7h Ks ,8c 3h 8s ,0.0,29.0,23.0,23.0,23.0,29.0,0.0,29.0,23.0,23.0,20.0,3d bot 7h bot,0.20333333333333314,8c bot 8s bot,0.0
