,Decision_0,Decision_1,Hand_0,Hand_1,Hand_2,Pull_0,Pull_1,solver_ev_0,solver_ev_1,solver_ev_2,solver_ev_3,solver_ev_4,solver_ev_5,solver_ev_6,solver_ev_7,solver_ev_8,solver_ev_9,solver_ev_avg,ResolvedDecision_0,ResolvedDecision_ev_0,ResolvedDecision_1,ResolvedDecision_ev_1
570,7c mid 7s mid,3d mid Jc bot,KdKh--AdAcAh,KdKh-7c7s-AdAcAh,KdKh-7c7s3d-AdAcAhJc,7c 5s 7s ,3d 4c Jc ,31.0,25.0,31.0,41.0,29.0,23.0,0.0,23.0,23.0,25.0,25.0,7c mid 7s mid,0.0,3d mid 4c mid,0.11499999999999844
571,Qd mid Tc mid,8h top As bot,KdKh--AdAcAh,KdKh-QdTc-AdAcAh,KdKh8h-QdTc-AdAcAhAs,Qd Tc Kc ,2c 8h As ,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.0,0.0,0.0,13.0,Qd mid Tc mid,0.0,8h mid As bot,3.783999999999999
572,5h mid 6s mid,7c mid Tc top,KdKh--AdAcAh,KdKh-5h6s-AdAcAh,KdKhTc-5h6s7c-AdAcAh,8c 5h 6s ,7c Tc 2s ,0.0,25.0,23.0,25.0,0.0,23.0,37.0,0.0,0.0,0.0,13.0,8c mid 6s mid,0.25266666666666815,7c mid 2s bot,0.9233333333333338
573,7d mid 8d mid,3d mid Td mid,KdKh--AdAcAh,KdKh-7d8d-AdAcAh,KdKh-7d8d3dTd-AdAcAh,7d 8d 6s ,3d Td 5c ,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,60.0,0.0,13.0,7d mid 8d mid,0.0,3d bot Td mid,2.4619999999999997
574,3c mid Tc mid,Td mid 2h bot,KdKh--AdAcAh,KdKh-3cTc-AdAcAh,KdKh-3cTcTd-AdAcAh2h,3c Tc 6s ,Td 2h Qh ,23.0,23.0,25.0,31.0,25.0,0.0,25.0,0.0,0.0,25.0,17.0,3c mid Tc mid,0.0,Td mid 2h mid,0.1269999999999989
575,8d mid 5h mid,6h mid As bot,KdKh--AdAcAh,KdKh-8d5h-AdAcAh,KdKh-8d5h6h-AdAcAhAs,8d 9c 5h ,9d 6h As ,0.0,0.0,0.0,35.0,35.0,0.0,33.0,0.0,0.0,0.0,10.0,8d mid 9c mid,0.36533333333333395,6h mid As bot,0.0
576,8c mid 9h mid,5c mid 5s mid,KdKh--AdAcAh,KdKh-8c9h-AdAcAh,KdKh-8c9h5c5s-AdAcAh,8c 2h 9h ,5c 2s 5s ,0.0,0.0,31.0,29.0,0.0,0.0,0.0,35.0,0.0,23.0,11.0,8c mid 9h mid,0.0,5c mid 5s mid,0.0
577,3c bot Th mid,8s mid Qs mid,KdKh--AdAcAh,KdKh-Th-AdAcAh3c,KdKh-Th8sQs-AdAcAh3c,3c Th Ks ,5c 8s Qs ,0.0,0.0,0.0,0.0,23.0,33.0,0.0,25.0,0.0,0.0,8.0,3c mid Th mid,1.1219999999999999,8s mid Qs mid,0.0
578,4c bot Ks mid,4d bot 5h mid,KdKh--AdAcAh,KdKh-Ks-AdAcAh4c,KdKh-Ks5h-AdAcAh4c4d,3d 4c Ks ,4d 2h 5h ,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3d mid 4c mid,4.495333333333335,4d bot 2h mid,0.0129999999999999
579,4h mid 5s mid,Jd bot 8c top,KdKh--AdAcAh,KdKh-4h5s-AdAcAh,KdKh8c-4h5s-AdAcAhJd,4h 2s 5s ,Jd Qd 8c ,25.0,25.0,0.0,23.0,0.0,0.0,0.0,25.0,33.0,0.0,13.0,2s mid 5s mid,0.22866666666666546,Qd bot 8c mid,1.5280000000000005
580,2h mid Qh mid,5d bot Tc top,KdKh--AdAcAh,KdKh-2hQh-AdAcAh,KdKhTc-2hQh-AdAcAh5d,9c 2h Qh ,5d Tc 8h ,0.0,0.0,23.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,7.0,9c mid Qh mid,0.027333333333332988,5d bot 8h mid,10.394666666666666
581,Td mid 7h mid,Qd mid Qc mid,KdKh--AdAcAh,KdKh-Td7h-AdAcAh,KdKh-Td7hQdQc-AdAcAh,Td Kc 7h ,Qd 2c Qc ,35.0,25.0,0.0,0.0,33.0,31.0,29.0,23.0,25.0,29.0,23.0,Td mid 7h mid,0.0,Qd mid Qc mid,0.0
582,8h mid Qs mid,4h bot Qh mid,KdKh--AdAcAh,KdKh-8hQs-AdAcAh,KdKh-8hQsQh-AdAcAh4h,8h 3s Qs ,4h Th Qh ,23.0,23.0,0.0,41.0,31.0,29.0,33.0,23.0,29.0,23.0,25.0,3s mid Qs mid,0.8326666666666664,Th mid Qh mid,0.13400000000000034
583,6h mid Jh mid,Qh mid Qs mid,KdKh--AdAcAh,KdKh-6hJh-AdAcAh,KdKh-6hJhQhQs-AdAcAh,8c 6h Jh ,5h Qh Qs ,23.0,23.0,29.0,0.0,29.0,31.0,0.0,23.0,0.0,23.0,18.0,8c mid 6h mid,0.34933333333333394,Qh mid Qs mid,0.0
584,6c mid 8h mid,Jd bot Tc mid,KdKh--AdAcAh,KdKh-6c8h-AdAcAh,KdKh-6c8hTc-AdAcAhJd,7d 6c 8h ,Jd Tc Kc ,0.0,0.0,0.0,0.0,0.0,25.0,31.0,0.0,0.0,33.0,8.0,7d mid 8h mid,0.3726666666666656,Jd bot Tc mid,0.0
585,9s mid Ts mid,9d mid 7c bot,KdKh--AdAcAh,KdKh-9sTs-AdAcAh,KdKh-9sTs9d-AdAcAh7c,4s 9s Ts ,9d Qd 7c ,29.0,31.0,23.0,23.0,25.0,23.0,23.0,23.0,23.0,0.0,22.0,9s mid Ts mid,0.0,9d mid 7c bot,0.0
586,Th mid 9s mid,Qc mid Qh mid,KdKh--AdAcAh,KdKh-Th9s-AdAcAh,KdKh-Th9sQcQh-AdAcAh,5d Th 9s ,8d Qc Qh ,23.0,25.0,31.0,31.0,29.0,0.0,29.0,29.0,29.0,29.0,25.0,Th mid 9s mid,0.0,Qc mid Qh mid,0.0
587,7c mid 4s mid,Qh top As bot,KdKh--AdAcAh,KdKh-7c4s-AdAcAh,KdKhQh-7c4s-AdAcAhAs,7c Qc 4s ,Kc Qh As ,37.0,0.0,0.0,33.0,0.0,0.0,37.0,33.0,0.0,37.0,17.0,7c mid Qc mid,0.1460000000000008,Qh bot As bot,0.050333333333332675
588,2h mid 6h mid,Kc bot 5s top,KdKh--AdAcAh,KdKh-2h6h-AdAcAh,KdKh5s-2h6h-AdAcAhKc,2h 6h As ,3c Kc 5s ,0.0,23.0,23.0,0.0,0.0,29.0,0.0,23.0,23.0,0.0,12.0,6h mid As bot,4.329333333333333,3c top 5s mid,1.5796666666666663
589,Jh mid 8s mid,Js mid As bot,KdKh--AdAcAh,KdKh-Jh8s-AdAcAh,KdKh-Jh8sJs-AdAcAhAs,3d Jh 8s ,7c Js As ,45.0,33.0,33.0,33.0,33.0,33.0,33.0,0.0,53.0,0.0,29.0,Jh mid 8s mid,0.0,Js mid As bot,0.0
590,6d mid 9h mid,8d bot 9c mid,KdKh--AdAcAh,KdKh-6d9h-AdAcAh,KdKh-6d9h9c-AdAcAh8d,6d 9h 5s ,8d Jd 9c ,0.0,0.0,23.0,33.0,33.0,23.0,23.0,33.0,23.0,23.0,21.0,6d mid 5s mid,0.7126666666666672,8d mid 9c mid,0.086666666666666
591,Tc mid 5h mid,6d top Th mid,KdKh--AdAcAh,KdKh-Tc5h-AdAcAh,KdKh6d-Tc5hTh-AdAcAh,Tc 5h 6s ,6d 4c Th ,25.0,23.0,0.0,23.0,0.0,35.0,23.0,25.0,23.0,29.0,20.0,5h mid 6s mid,0.6813333333333329,6d mid Th mid,0.9063333333333361
592,9h mid Qh mid,5d bot Td top,KdKh--AdAcAh,KdKh-9hQh-AdAcAh,KdKhTd-9hQh-AdAcAh5d,9h Th Qh ,5d Td 4c ,0.0,0.0,0.0,33.0,0.0,0.0,0.0,23.0,25.0,0.0,8.0,9h mid Th mid,0.5573333333333323,5d bot 4c mid,1.317333333333334
593,9d mid Th mid,4d bot Td mid,KdKh--AdAcAh,KdKh-9dTh-AdAcAh,KdKh-9dThTd-AdAcAh4d,9d Jc Th ,3d 4d Td ,23.0,23.0,23.0,45.0,29.0,29.0,31.0,0.0,33.0,0.0,23.0,Jc mid Th mid,0.07866666666666688,4d bot Td mid,0.0
594,5s mid 7s mid,9d bot 4h mid,KdKh--AdAcAh,KdKh-5s7s-AdAcAh,KdKh-5s7s4h-AdAcAh9d,Jh 5s 7s ,9d Tc 4h ,0.0,0.0,23.0,33.0,0.0,0.0,0.0,0.0,31.0,31.0,11.0,5s mid 7s mid,0.0,9d bot 4h mid,0.0
595,Td mid Js mid,2s bot As bot,KdKh--AdAcAh,KdKh-TdJs-AdAcAh,KdKh-TdJs-AdAcAh2sAs,7d Td Js ,2s 5s As ,35.0,37.0,45.0,0.0,33.0,33.0,0.0,0.0,37.0,33.0,25.0,Td mid Js mid,0.0,5s mid As bot,0.5179999999999989
596,2d mid 7h mid,Jh bot 2s mid,KdKh--AdAcAh,KdKh-2d7h-AdAcAh,KdKh-2d7h2s-AdAcAhJh,2d 7h 9s ,8h Jh 2s ,23.0,25.0,25.0,0.0,23.0,0.0,25.0,23.0,23.0,33.0,20.0,7h mid 9s mid,0.6013333333333328,8h mid 2s mid,0.18799999999999883
597,5d mid 7d mid,Td bot Ks mid,KdKh--AdAcAh,KdKh-5d7d-AdAcAh,KdKh-5d7dKs-AdAcAhTd,5d 7d Th ,Td 9s Ks ,0.0,23.0,0.0,0.0,23.0,0.0,35.0,0.0,0.0,0.0,8.0,5d mid 7d mid,0.0,Td mid 9s bot,3.008000000000001
598,4h mid 6h mid,7c top Qh mid,KdKh--AdAcAh,KdKh-4h6h-AdAcAh,KdKh7c-4h6hQh-AdAcAh,9d 4h 6h ,7c Qh Ks ,41.0,0.0,29.0,0.0,23.0,0.0,0.0,33.0,25.0,0.0,15.0,4h mid 6h mid,0.0,7c mid Qh bot,0.9046666666666656
599,8c mid 8h mid,4d top 5c mid,KdKh--AdAcAh,KdKh-8c8h-AdAcAh,KdKh4d-8c8h5c-AdAcAh,Qd 8c 8h ,2d 4d 5c ,23.0,23.0,23.0,23.0,23.0,23.0,41.0,29.0,23.0,25.0,25.0,8c mid 8h mid,0.0,2d mid 4d mid,18.810666666666666
600,6s bot Qs mid,Qc mid 2s mid,KdKh--AdAcAh,KdKh-Qs-AdAcAh6s,KdKh-QsQc2s-AdAcAh6s,4h 6s Qs ,7c Qc 2s ,25.0,0.0,35.0,0.0,29.0,23.0,25.0,41.0,35.0,35.0,24.0,6s mid Qs mid,2.0999999999999996,7c mid Qc mid,0.11200000000000188
601,Tc mid Ts mid,Js mid As bot,KdKh--AdAcAh,KdKh-TcTs-AdAcAh,KdKh-TcTsJs-AdAcAhAs,Tc Ts Qs ,9d Js As ,33.0,33.0,33.0,0.0,0.0,33.0,33.0,45.0,33.0,33.0,27.0,Tc mid Ts mid,0.0,9d mid As bot,0.3143333333333338
602,4s mid 6s mid,Ts mid Qs mid,KdKh--AdAcAh,KdKh-4s6s-AdAcAh,KdKh-4s6sTsQs-AdAcAh,Qh 4s 6s ,9d Ts Qs ,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,7.0,4s mid 6s mid,0.0,Ts bot Qs mid,0.9933333333333323
603,2h mid As bot,6d mid Ks bot,KdKh--AdAcAh,KdKh-2h-AdAcAhAs,KdKh-2h6d-AdAcAhAsKs,2h 3s As ,6d 8s Ks ,0.0,0.0,35.0,35.0,0.0,33.0,0.0,35.0,0.0,0.0,13.0,3s mid As bot,0.738666666666667,6d mid 8s mid,0.11733333333333285
604,9d mid 5h mid,5s mid 8s bot,KdKh--AdAcAh,KdKh-9d5h-AdAcAh,KdKh-9d5h5s-AdAcAh8s,9d 5h 3s ,3h 5s 8s ,29.0,31.0,25.0,33.0,29.0,0.0,29.0,29.0,25.0,41.0,27.0,5h mid 3s mid,0.4800000000000004,3h mid 5s mid,0.2223333333333315
605,8c mid 8h mid,5c bot 9h mid,KdKh--AdAcAh,KdKh-8c8h-AdAcAh,KdKh-8c8h9h-AdAcAh5c,8c Jc 8h ,5c 9h Ks ,41.0,29.0,23.0,23.0,23.0,31.0,23.0,33.0,33.0,29.0,28.0,8c mid 8h mid,0.0,5c bot 9h mid,0.0
606,8d mid Td mid,2c bot 8h mid,KdKh--AdAcAh,KdKh-8dTd-AdAcAh,KdKh-8dTd8h-AdAcAh2c,8d Td 4s ,2c 3h 8h ,23.0,29.0,29.0,0.0,41.0,29.0,0.0,23.0,23.0,23.0,22.0,8d mid Td mid,0.0,3h mid 8h mid,0.25333333333333385
607,9c mid Qh mid,6d bot Js mid,KdKh--AdAcAh,KdKh-9cQh-AdAcAh,KdKh-9cQhJs-AdAcAh6d,9c Qh Ts ,6d 5h Js ,0.0,25.0,25.0,23.0,33.0,0.0,0.0,0.0,0.0,0.0,10.0,9c mid Ts mid,0.38599999999999923,5h bot Js mid,0.09799999999999898
608,9s mid Qs mid,7d top 4c bot,KdKh--AdAcAh,KdKh-9sQs-AdAcAh,KdKh7d-9sQs-AdAcAh4c,3d 9s Qs ,6d 7d 4c ,23.0,0.0,29.0,23.0,0.0,0.0,25.0,0.0,23.0,33.0,15.0,9s mid Qs mid,0.0,7d mid 4c top,1.1663333333333332
609,Td bot 7h mid,6h mid Qs bot,KdKh--AdAcAh,KdKh-7h-AdAcAhTd,KdKh-7h6h-AdAcAhTdQs,6d Td 7h ,6h Qs Ks ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,6d mid 7h mid,2.470666666666668,6h mid Qs mid,1.6656666666666666
610,2c mid Qh mid,Qd mid 2h mid,KdKh--AdAcAh,KdKh-2cQh-AdAcAh,KdKh-2cQhQd2h-AdAcAh,6d 2c Qh ,Qd 2h 4s ,23.0,23.0,33.0,23.0,23.0,29.0,23.0,29.0,29.0,41.0,27.0,6d mid 2c mid,0.041333333333332334,Qd mid 2h mid,0.0
611,Jh mid Js mid,7d mid Jc mid,KdKh--AdAcAh,KdKh-JhJs-AdAcAh,KdKh-JhJs7dJc-AdAcAh,Jh Ts Js ,7d Jc Ks ,31.0,25.0,25.0,31.0,25.0,25.0,25.0,31.0,25.0,25.0,26.0,Jh mid Js mid,0.0,7d bot Jc mid,0.38533333333333175
612,7d mid 7c mid,3c top Tc mid,KdKh--AdAcAh,KdKh-7d7c-AdAcAh,KdKh3c-7d7cTc-AdAcAh,7d 7c 4s ,3c Tc 5s ,23.0,29.0,23.0,25.0,23.0,0.0,29.0,23.0,31.0,23.0,22.0,7d mid 7c mid,0.0,Tc mid 5s mid,0.6936666666666653
613,6d mid 6s mid,4h top 5s mid,KdKh--AdAcAh,KdKh-6d6s-AdAcAh,KdKh4h-6d6s5s-AdAcAh,6d 2s 6s ,9d 4h 5s ,23.0,23.0,0.0,0.0,33.0,41.0,29.0,23.0,23.0,25.0,22.0,6d mid 6s mid,0.0,4h mid 5s mid,18.536
614,9d mid 4h mid,5d mid 5s mid,KdKh--AdAcAh,KdKh-9d4h-AdAcAh,KdKh-9d4h5d5s-AdAcAh,3d 9d 4h ,5d Tc 5s ,33.0,23.0,31.0,33.0,0.0,31.0,25.0,29.0,25.0,31.0,26.0,3d mid 4h mid,0.5119999999999987,5d mid 5s mid,0.0
615,9h mid As bot,9c mid Th mid,KdKh--AdAcAh,KdKh-9h-AdAcAhAs,KdKh-9h9cTh-AdAcAhAs,6h 9h As ,9c Th Qs ,35.0,35.0,33.0,0.0,35.0,33.0,33.0,35.0,35.0,0.0,27.0,6h mid As bot,0.25333333333333385,9c mid Qs mid,0.2556666666666665
616,Js mid As bot,3s mid 5s mid,KdKh--AdAcAh,KdKh-Js-AdAcAhAs,KdKh-Js3s5s-AdAcAhAs,9h Js As ,2h 3s 5s ,41.0,0.0,0.0,0.0,35.0,41.0,0.0,33.0,0.0,0.0,15.0,9h mid As bot,0.7026666666666657,3s mid 5s mid,0.0
617,4d mid 2h mid,8s bot 9s bot,KdKh--AdAcAh,KdKh-4d2h-AdAcAh,KdKh-4d2h-AdAcAh8s9s,4d 3c 2h ,5d 8s 9s ,0.0,0.0,25.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,4.0,4d mid 3c mid,0.6826666666666661,5d mid 8s bot,9.514333333333333
618,Tc mid Ts mid,6d mid 5c top,KdKh--AdAcAh,KdKh-TcTs-AdAcAh,KdKh5c-TcTs6d-AdAcAh,Tc Kc Ts ,6d 5c 4h ,23.0,23.0,23.0,0.0,29.0,0.0,23.0,0.0,29.0,23.0,17.0,Tc mid Ts mid,0.0,6d mid 5c mid,0.5646666666666675
619,2d mid Ks mid,Ts bot Js mid,KdKh--AdAcAh,KdKh-2dKs-AdAcAh,KdKh-2dKsJs-AdAcAhTs,2d 8d Ks ,6c Ts Js ,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,5.0,2d mid 8d mid,3.2426666666666666,Ts mid Js bot,0.09133333333333304
620,2s mid Qs mid,2d mid Qc mid,KdKh--AdAcAh,KdKh-2sQs-AdAcAh,KdKh-2sQs2dQc-AdAcAh,5h 2s Qs ,2d 9c Qc ,29.0,29.0,45.0,29.0,23.0,23.0,33.0,23.0,29.0,29.0,29.0,2s mid Qs mid,0.0,2d mid Qc mid,0.0
621,7h mid 4s bot,7c mid Qh mid,KdKh--AdAcAh,KdKh-7h-AdAcAh4s,KdKh-7h7cQh-AdAcAh4s,7h 4s 5s ,7c Qh 9s ,0.0,25.0,23.0,23.0,0.0,0.0,23.0,33.0,0.0,23.0,15.0,4s mid 5s mid,2.6133333333333333,7c mid 9s mid,0.11599999999999966
622,8d mid As bot,9c mid Th mid,KdKh--AdAcAh,KdKh-8d-AdAcAhAs,KdKh-8d9cTh-AdAcAhAs,8d 7c As ,6c 9c Th ,33.0,33.0,0.0,0.0,0.0,35.0,0.0,37.0,33.0,37.0,20.0,7c mid As bot,0.038000000000000256,9c mid Th mid,0.0
623,2h mid 2s mid,3h top 4s mid,KdKh--AdAcAh,KdKh-2h2s-AdAcAh,KdKh3h-2h2s4s-AdAcAh,3c 2h 2s ,5d 3h 4s ,23.0,0.0,23.0,0.0,23.0,31.0,23.0,23.0,23.0,33.0,20.0,2h mid 2s mid,0.0,3h mid 4s mid,18.768666666666668
624,7c mid Jc mid,Jd mid 7s mid,KdKh--AdAcAh,KdKh-7cJc-AdAcAh,KdKh-7cJcJd7s-AdAcAh,7c Jc Qs ,Jd 7s 8s ,23.0,23.0,23.0,29.0,29.0,29.0,23.0,23.0,41.0,23.0,26.0,7c mid Jc mid,0.0,Jd mid 7s mid,0.0
625,9c mid 8s mid,Tc mid Qc bot,KdKh--AdAcAh,KdKh-9c8s-AdAcAh,KdKh-9c8sTc-AdAcAhQc,2d 9c 8s ,5d Tc Qc ,23.0,29.0,0.0,29.0,0.0,0.0,35.0,25.0,0.0,0.0,14.0,9c mid 8s mid,0.0,5d bot Tc mid,0.13766666666666616
626,Td mid 5s mid,Qd bot 5h mid,KdKh--AdAcAh,KdKh-Td5s-AdAcAh,KdKh-Td5s5h-AdAcAhQd,Td 6c 5s ,8d Qd 5h ,23.0,25.0,0.0,0.0,25.0,0.0,68.0,25.0,25.0,29.0,22.0,6c mid 5s mid,0.8733333333333331,8d mid 5h mid,0.06866666666666887
627,Jd mid 2c mid,6d top 5h mid,KdKh--AdAcAh,KdKh-Jd2c-AdAcAh,KdKh6d-Jd2c5h-AdAcAh,Jd 2c 4h ,6d 5h 8s ,31.0,0.0,0.0,0.0,25.0,23.0,23.0,0.0,0.0,0.0,10.0,Jd mid 2c mid,0.0,5h mid 8s top,0.0
628,5d mid 8h mid,9d top 8s mid,KdKh--AdAcAh,KdKh-5d8h-AdAcAh,KdKh9d-5d8h8s-AdAcAh,5d Td 8h ,9d Jc 8s ,0.0,31.0,23.0,29.0,25.0,0.0,23.0,0.0,23.0,23.0,17.0,5d mid 8h mid,0.0,Jc mid 8s mid,0.44933333333333536
629,5h mid 6s mid,4d mid 9s bot,KdKh--AdAcAh,KdKh-5h6s-AdAcAh,KdKh-5h6s4d-AdAcAh9s,Kc 5h 6s ,4d Jc 9s ,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,33.0,0.0,10.0,5h mid 6s mid,0.0,4d mid Jc bot,0.10833333333333428
630,Td mid 8s mid,Jd mid 5h top,KdKh--AdAcAh,KdKh-Td8s-AdAcAh,KdKh5h-Td8sJd-AdAcAh,Td 8s Qs ,Jd Qc 5h ,0.0,0.0,23.0,0.0,0.0,31.0,0.0,33.0,0.0,0.0,8.0,8s mid Qs mid,0.36733333333333285,Jd mid 5h bot,0.647333333333334
631,7c mid Jh bot,Td mid 9s mid,KdKh--AdAcAh,KdKh-7c-AdAcAhJh,KdKh-7cTd9s-AdAcAhJh,7c 6h Jh ,Td Qd 9s ,23.0,33.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,8.0,7c mid 6h mid,13.865333333333334,Td mid 9s mid,0.0
632,9d mid 4s mid,5d top Qs bot,KdKh--AdAcAh,KdKh-9d4s-AdAcAh,KdKh5d-9d4s-AdAcAhQs,9d 8c 4s ,5d 2c Qs ,29.0,29.0,0.0,0.0,0.0,0.0,29.0,0.0,45.0,23.0,15.0,9d mid 8c mid,0.3793333333333333,5d mid Qs bot,9.284333333333333
633,2d mid 3d mid,9c top 7h bot,KdKh--AdAcAh,KdKh-2d3d-AdAcAh,KdKh9c-2d3d-AdAcAh7h,2d 3d Tc ,Qd 9c 7h ,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,2d mid 3d mid,0.0,Qd mid 7h bot,10.132333333333333
634,8d mid 7h bot,Qd top 2h mid,KdKh--AdAcAh,KdKh-8d-AdAcAh7h,KdKhQd-8d2h-AdAcAh7h,8d 7h Js ,Qd 2h 4s ,0.0,0.0,0.0,0.0,29.0,23.0,25.0,0.0,0.0,0.0,7.0,8d mid 7h mid,2.0060000000000002,Qd mid 4s mid,1.8180000000000005
635,2d mid 8s mid,7c bot 2h mid,KdKh--AdAcAh,KdKh-2d8s-AdAcAh,KdKh-2d8s2h-AdAcAh7c,2d Jd 8s ,4c 7c 2h ,25.0,23.0,29.0,31.0,29.0,25.0,31.0,29.0,25.0,23.0,27.0,2d mid Jd mid,0.4913333333333334,7c mid 2h mid,0.1286666666666676
636,9d mid 8h mid,9c mid 9s mid,KdKh--AdAcAh,KdKh-9d8h-AdAcAh,KdKh-9d8h9c9s-AdAcAh,9d 4h 8h ,9c Qh 9s ,35.0,31.0,35.0,25.0,31.0,25.0,31.0,31.0,31.0,31.0,30.0,9d mid 8h mid,0.0,9c mid 9s mid,0.0
637,7d mid 4h mid,Jd top Ks bot,KdKh--AdAcAh,KdKh-7d4h-AdAcAh,KdKhJd-7d4h-AdAcAhKs,7d 4h Js ,Jd Ts Ks ,0.0,25.0,0.0,0.0,0.0,0.0,23.0,0.0,25.0,0.0,7.0,7d mid 4h mid,0.0,Jd mid Ts top,1.286666666666667
638,4d mid 9h mid,5d top 3h bot,KdKh--AdAcAh,KdKh-4d9h-AdAcAh,KdKh5d-4d9h-AdAcAh3h,4d 2c 9h ,5d 3h 8s ,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,23.0,0.0,6.0,4d mid 2c mid,0.32333333333333236,3h top 8s mid,9.113666666666667
639,Qd mid 8c mid,7c bot 2h mid,KdKh--AdAcAh,KdKh-Qd8c-AdAcAh,KdKh-Qd8c2h-AdAcAh7c,Qd 8c 5s ,7c 2h Ts ,0.0,25.0,0.0,0.0,0.0,23.0,0.0,0.0,33.0,0.0,8.0,8c mid 5s mid,0.18266666666666787,2h bot Ts mid,0.4540000000000006
640,Jc mid Qh bot,Jd mid Jh mid,KdKh--AdAcAh,KdKh-Jc-AdAcAhQh,KdKh-JcJdJh-AdAcAhQh,4c Jc Qh ,Jd Tc Jh ,25.0,41.0,25.0,35.0,35.0,25.0,25.0,25.0,25.0,25.0,28.0,4c mid Jc mid,2.262666666666666,Jd mid Jh mid,0.0
641,2c mid Jh mid,8d mid 8c mid,KdKh--AdAcAh,KdKh-2cJh-AdAcAh,KdKh-2cJh8d8c-AdAcAh,2c 4h Jh ,8d 8c 3h ,35.0,23.0,29.0,23.0,0.0,25.0,31.0,29.0,0.0,29.0,22.0,4h mid Jh mid,0.40333333333333243,8d mid 8c mid,0.0
642,Qd mid 6c mid,3d bot 8d top,KdKh--AdAcAh,KdKh-Qd6c-AdAcAh,KdKh8d-Qd6c-AdAcAh3d,Qd 6c 8s ,3d 8d Js ,0.0,0.0,29.0,0.0,0.0,29.0,23.0,0.0,33.0,23.0,13.0,6c mid 8s mid,0.5893333333333342,3d mid 8d top,1.2876666666666674
643,Qd bot 8s mid,5d mid 6d mid,KdKh--AdAcAh,KdKh-8s-AdAcAhQd,KdKh-8s5d6d-AdAcAhQd,Qd 8s Ks ,5d 6d Jd ,33.0,0.0,25.0,0.0,0.0,0.0,0.0,33.0,0.0,31.0,12.0,Qd mid 8s mid,1.586666666666666,5d mid 6d mid,0.0
644,2c mid 8c mid,Td top 3c mid,KdKh--AdAcAh,KdKh-2c8c-AdAcAh,KdKhTd-2c8c3c-AdAcAh,2c 8c Ks ,Td 3c 5s ,25.0,0.0,37.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,9.0,2c mid 8c mid,0.0,Td bot 3c mid,1.0373333333333328
645,6c bot Js mid,Jd mid 2h mid,KdKh--AdAcAh,KdKh-Js-AdAcAh6c,KdKh-JsJd2h-AdAcAh6c,6c 4s Js ,Jd 4c 2h ,0.0,23.0,29.0,35.0,23.0,0.0,0.0,33.0,29.0,25.0,19.0,4s mid Js mid,1.9646666666666661,Jd mid 4c mid,0.19000000000000128
646,6s mid Js mid,Td bot 8h top,KdKh--AdAcAh,KdKh-6sJs-AdAcAh,KdKh8h-6sJs-AdAcAhTd,Qh 6s Js ,Td 8h 9h ,0.0,0.0,25.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,4.0,6s mid Js mid,0.0,Td bot 9h mid,9.180333333333333
647,5d mid 3h mid,Tc mid Jh bot,KdKh--AdAcAh,KdKh-5d3h-AdAcAh,KdKh-5d3hTc-AdAcAhJh,5d 3h 7s ,Tc Jh 8s ,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,2.0,5d mid 3h mid,0.0,Tc mid Jh bot,0.0
648,4c mid As bot,4h mid 3s mid,KdKh--AdAcAh,KdKh-4c-AdAcAhAs,KdKh-4c4h3s-AdAcAhAs,4c 6s As ,Qc 4h 3s ,45.0,35.0,0.0,45.0,33.0,33.0,33.0,35.0,33.0,33.0,32.0,6s mid As bot,0.8146666666666675,Qc mid 4h mid,0.05133333333333567
649,9c mid Tc mid,2c mid 5c mid,KdKh--AdAcAh,KdKh-9cTc-AdAcAh,KdKh-9cTc2c5c-AdAcAh,9c Tc 2s ,8d 2c 5c ,0.0,37.0,0.0,41.0,0.0,37.0,0.0,41.0,37.0,0.0,19.0,9c mid Tc mid,0.0,8d mid 2c bot,1.5919999999999987
650,2c mid 6c mid,2d mid 2s mid,KdKh--AdAcAh,KdKh-2c6c-AdAcAh,KdKh-2c6c2d2s-AdAcAh,2c 5c 6c ,2d 2s Ts ,25.0,41.0,41.0,41.0,31.0,25.0,31.0,25.0,25.0,35.0,32.0,5c mid 6c mid,0.2513333333333332,2d mid 2s mid,0.0
